incident_id,animal_category,incident_type,time_of_day,location_type,weather,has_bleeding,has_trapped,has_unconscious,near_highway,in_storm,response_time_min,distance_km,org_type,priority,rescue_success
621,dog,trapped,afternoon,water_body,storm,0,1,0,0,1,54,30.97,firefighter,medium,1
622,bird,endangered,evening,water_body,storm,0,0,0,0,1,16,29.34,firefighter,critical,0
623,bird,injured,evening,highway,clear,0,0,0,1,0,50,5.93,blue_cross,medium,0
624,cat,aggressive,night,forest,fog,0,0,0,0,0,56,19.39,wildlife_center,low,1
625,wildlife,trapped,afternoon,highway,fog,0,1,0,1,0,112,46.26,firefighter,critical,0
626,cat,trapped,morning,urban,clear,0,1,0,0,0,23,36.21,firefighter,medium,0
627,cat,injured,afternoon,water_body,fog,1,0,0,0,0,59,31.35,firefighter,medium,1
628,other,aggressive,night,forest,rain,0,0,0,0,0,28,21.53,veterinary,low,1
629,cat,other,evening,water_body,storm,0,0,0,0,1,9,48.92,firefighter,low,0
630,dog,other,night,urban,rain,0,0,0,0,0,98,36.7,blue_cross,low,0
631,dog,other,morning,rural,fog,0,0,0,0,0,85,37.21,veterinary,low,0
632,other,other,evening,highway,clear,0,0,0,1,0,120,17.51,veterinary,medium,0
633,other,aggressive,evening,water_body,storm,0,0,0,0,1,107,15.08,wildlife_center,low,1
634,other,endangered,evening,urban,fog,0,0,0,0,0,79,8.87,veterinary,medium,0
635,bird,other,morning,forest,fog,0,0,0,0,0,15,6.78,veterinary,low,1
636,bird,endangered,afternoon,highway,storm,0,0,0,1,1,40,42.96,veterinary,critical,0
637,other,trapped,afternoon,water_body,storm,0,1,0,0,1,108,9.18,wildlife_center,medium,0
638,other,injured,evening,urban,rain,1,0,1,0,0,112,25.05,firefighter,critical,0
639,cat,aggressive,afternoon,rural,storm,0,0,0,0,1,11,32.29,veterinary,low,1
640,wildlife,aggressive,night,forest,fog,0,0,0,0,0,100,47.44,wildlife_center,low,1
641,wildlife,aggressive,evening,rural,fog,0,0,0,0,0,6,14.8,firefighter,low,1
642,bird,other,morning,urban,storm,0,0,0,0,1,113,21.87,blue_cross,low,1
643,bird,injured,evening,highway,fog,1,0,0,1,0,35,36.85,wildlife_center,critical,1
644,cat,endangered,morning,urban,clear,0,0,0,0,0,6,20.86,veterinary,medium,1
645,bird,trapped,evening,forest,rain,0,1,0,0,0,9,1.67,veterinary,medium,1
646,other,trapped,morning,urban,clear,0,1,0,0,0,114,30.43,firefighter,medium,0
647,other,trapped,morning,rural,storm,0,1,0,0,1,42,23.61,veterinary,medium,1
648,bird,aggressive,evening,forest,rain,0,0,0,0,0,104,4.16,veterinary,low,1
649,bird,injured,evening,forest,rain,1,0,0,0,0,30,30.71,wildlife_center,medium,1
650,dog,trapped,night,rural,clear,0,1,0,0,0,61,35.91,veterinary,medium,1
651,dog,other,evening,water_body,clear,0,0,0,0,0,119,25.14,veterinary,low,0
652,wildlife,endangered,afternoon,forest,fog,0,0,0,0,0,78,0.68,firefighter,medium,1
653,wildlife,injured,afternoon,urban,fog,1,0,1,0,0,66,6.5,blue_cross,critical,1
654,bird,aggressive,morning,urban,storm,0,0,0,0,1,73,42.74,blue_cross,low,1
655,wildlife,endangered,afternoon,rural,clear,0,0,0,0,0,54,33.21,blue_cross,medium,0
656,dog,endangered,night,urban,fog,0,0,0,0,0,99,9.88,veterinary,medium,1
657,other,trapped,night,water_body,clear,0,1,0,0,0,106,27.26,blue_cross,medium,0
658,wildlife,injured,morning,forest,clear,0,0,1,0,0,56,6.35,firefighter,critical,0
659,other,trapped,afternoon,urban,clear,0,1,0,0,0,99,7.51,veterinary,medium,0
660,other,injured,afternoon,rural,clear,0,0,0,0,0,44,41.13,veterinary,low,1
661,cat,other,morning,urban,clear,0,0,0,0,0,68,29.95,wildlife_center,low,1
662,cat,aggressive,evening,water_body,storm,0,0,0,0,1,20,48.8,wildlife_center,low,1
663,cat,injured,afternoon,forest,clear,0,0,0,0,0,58,8.82,blue_cross,low,1
664,wildlife,trapped,morning,rural,clear,0,1,0,0,0,106,42.44,firefighter,critical,0
665,dog,aggressive,morning,urban,clear,0,0,0,0,0,27,46.34,blue_cross,low,1
666,wildlife,trapped,afternoon,rural,storm,0,1,0,0,1,71,22.8,wildlife_center,critical,0
667,other,injured,afternoon,water_body,clear,1,0,1,0,0,49,21.23,wildlife_center,critical,1
668,other,injured,evening,highway,rain,1,0,0,1,0,31,14.18,wildlife_center,critical,1
669,cat,aggressive,night,rural,rain,0,0,0,0,0,90,46.17,veterinary,low,0
670,bird,trapped,night,forest,storm,0,1,0,0,1,83,40.36,firefighter,critical,1
671,dog,other,afternoon,rural,clear,0,0,0,0,0,67,25.99,veterinary,low,0
672,wildlife,other,evening,water_body,rain,0,0,0,0,0,100,34.0,blue_cross,low,0
673,dog,endangered,afternoon,urban,rain,0,0,0,0,0,99,20.92,wildlife_center,medium,1
674,cat,injured,night,highway,fog,0,0,0,1,0,32,46.43,firefighter,medium,1
675,bird,trapped,night,rural,storm,0,1,0,0,1,39,10.51,wildlife_center,medium,1
676,other,injured,evening,rural,clear,1,0,0,0,0,26,38.14,wildlife_center,medium,0
677,other,trapped,afternoon,highway,rain,0,1,0,1,0,16,20.88,firefighter,critical,1
678,cat,other,night,water_body,storm,0,0,0,0,1,6,36.64,wildlife_center,low,1
679,wildlife,other,afternoon,highway,rain,0,0,0,1,0,78,44.96,firefighter,medium,0
680,dog,aggressive,morning,water_body,fog,0,0,0,0,0,66,40.58,veterinary,low,0
681,cat,injured,morning,water_body,rain,0,0,0,0,0,87,49.95,veterinary,low,0
682,bird,trapped,night,highway,clear,0,1,0,1,0,63,23.46,wildlife_center,critical,0
683,wildlife,trapped,evening,water_body,clear,0,1,0,0,0,115,31.55,firefighter,critical,0
684,bird,other,morning,forest,fog,0,0,0,0,0,101,13.85,wildlife_center,low,0
685,dog,other,evening,urban,storm,0,0,0,0,1,118,3.05,firefighter,low,0
686,other,injured,evening,forest,rain,1,0,1,0,0,76,35.61,wildlife_center,critical,1
687,bird,trapped,morning,water_body,rain,0,1,0,0,0,101,37.38,wildlife_center,medium,0
688,bird,other,night,forest,clear,0,0,0,0,0,13,18.95,firefighter,low,1
689,other,injured,night,highway,storm,1,0,0,1,1,91,47.3,veterinary,critical,0
690,wildlife,injured,morning,water_body,rain,0,0,1,0,0,18,8.66,veterinary,critical,1
691,wildlife,trapped,afternoon,highway,clear,0,1,0,1,0,42,21.12,wildlife_center,critical,1
692,wildlife,aggressive,morning,forest,rain,0,0,0,0,0,13,1.59,wildlife_center,low,1
693,other,endangered,night,highway,storm,0,0,0,1,1,88,32.48,blue_cross,critical,0
694,other,other,night,water_body,storm,0,0,0,0,1,77,7.03,blue_cross,low,1
695,bird,trapped,night,forest,storm,0,1,0,0,1,103,42.35,wildlife_center,critical,0
696,wildlife,trapped,afternoon,highway,storm,0,1,0,1,1,28,48.67,wildlife_center,critical,1
697,dog,injured,evening,highway,rain,1,0,0,1,0,31,28.34,veterinary,critical,1
698,bird,trapped,evening,water_body,rain,0,1,0,0,0,73,15.43,veterinary,medium,1
699,wildlife,trapped,night,forest,rain,0,1,0,0,0,5,48.52,blue_cross,critical,1
700,bird,aggressive,evening,highway,rain,0,0,0,1,0,107,28.48,firefighter,medium,1
701,dog,aggressive,morning,rural,clear,0,0,0,0,0,44,1.73,wildlife_center,low,1
702,dog,endangered,morning,highway,rain,0,0,0,1,0,79,26.56,blue_cross,critical,1
703,dog,other,night,urban,fog,0,0,0,0,0,29,24.78,veterinary,low,1
704,bird,aggressive,afternoon,water_body,storm,0,0,0,0,1,54,18.96,blue_cross,low,1
705,bird,aggressive,morning,rural,fog,0,0,0,0,0,99,49.63,firefighter,low,1
706,wildlife,aggressive,afternoon,highway,clear,0,0,0,1,0,23,10.79,firefighter,medium,0
707,other,endangered,morning,highway,fog,0,0,0,1,0,16,0.83,blue_cross,critical,1
708,other,aggressive,afternoon,rural,rain,0,0,0,0,0,111,19.4,firefighter,low,1
709,bird,other,evening,water_body,fog,0,0,0,0,0,33,1.83,veterinary,low,1
710,bird,aggressive,morning,forest,fog,0,0,0,0,0,27,24.85,wildlife_center,low,1
711,bird,aggressive,morning,highway,storm,0,0,0,1,1,79,24.28,firefighter,medium,0
712,wildlife,injured,evening,highway,clear,1,0,0,1,0,12,7.73,firefighter,critical,1
713,cat,endangered,afternoon,urban,storm,0,0,0,0,1,51,21.27,blue_cross,critical,1
714,bird,other,morning,highway,rain,0,0,0,1,0,103,31.59,veterinary,medium,0
715,cat,other,evening,forest,storm,0,0,0,0,1,39,34.43,blue_cross,low,1
716,other,endangered,afternoon,urban,rain,0,0,0,0,0,71,14.43,firefighter,medium,1
717,cat,injured,afternoon,rural,rain,1,0,1,0,0,76,30.86,veterinary,critical,0
718,dog,injured,afternoon,urban,fog,0,0,0,0,0,22,40.94,blue_cross,low,1
719,bird,injured,morning,rural,rain,1,0,0,0,0,34,15.72,wildlife_center,medium,1
720,dog,aggressive,morning,urban,clear,0,0,0,0,0,104,24.47,firefighter,low,1
721,dog,injured,morning,water_body,clear,1,0,0,0,0,43,33.55,veterinary,medium,0
722,other,trapped,afternoon,rural,storm,0,1,0,0,1,8,4.99,blue_cross,medium,0
723,bird,endangered,afternoon,highway,rain,0,0,0,1,0,69,28.73,veterinary,critical,0
724,dog,other,afternoon,rural,storm,0,0,0,0,1,26,45.13,veterinary,low,0
725,dog,trapped,night,forest,rain,0,1,0,0,0,61,33.84,veterinary,medium,1
726,bird,aggressive,night,rural,rain,0,0,0,0,0,57,6.09,blue_cross,low,1
727,dog,other,afternoon,water_body,storm,0,0,0,0,1,95,14.77,veterinary,low,1
728,wildlife,injured,night,forest,fog,1,0,0,0,0,112,22.48,firefighter,critical,0
729,wildlife,trapped,morning,water_body,storm,0,1,0,0,1,27,1.13,firefighter,critical,0
730,wildlife,aggressive,morning,urban,rain,0,0,0,0,0,55,20.33,veterinary,low,1
731,cat,injured,evening,rural,storm,0,0,1,0,1,56,6.58,firefighter,critical,0
732,bird,other,evening,water_body,storm,0,0,0,0,1,65,33.5,firefighter,low,0
733,other,endangered,afternoon,water_body,clear,0,0,0,0,0,20,12.91,firefighter,medium,1
734,cat,injured,morning,urban,clear,1,0,0,0,0,27,19.44,blue_cross,medium,1
735,other,other,morning,urban,fog,0,0,0,0,0,106,23.57,blue_cross,low,0
736,wildlife,other,evening,highway,storm,0,0,0,1,1,108,43.05,veterinary,medium,0
737,dog,aggressive,morning,water_body,fog,0,0,0,0,0,45,42.72,firefighter,low,1
738,dog,trapped,evening,rural,fog,0,1,0,0,0,60,7.16,firefighter,medium,1
739,dog,other,night,highway,fog,0,0,0,1,0,65,28.33,wildlife_center,medium,1
740,wildlife,endangered,night,highway,fog,0,0,0,1,0,83,33.99,blue_cross,critical,0
741,dog,other,morning,rural,storm,0,0,0,0,1,49,40.57,veterinary,low,0
742,bird,aggressive,morning,water_body,storm,0,0,0,0,1,50,20.89,veterinary,low,0
743,cat,trapped,evening,highway,clear,0,1,0,1,0,93,3.74,blue_cross,critical,1
744,cat,injured,evening,urban,fog,1,0,0,0,0,70,45.12,blue_cross,medium,1
745,wildlife,other,morning,forest,fog,0,0,0,0,0,78,19.82,veterinary,low,0
746,dog,trapped,evening,water_body,storm,0,1,0,0,1,26,30.93,blue_cross,medium,0
747,cat,aggressive,morning,highway,rain,0,0,0,1,0,41,13.63,blue_cross,medium,0
748,wildlife,trapped,morning,highway,clear,0,1,0,1,0,80,17.17,veterinary,critical,0
749,other,aggressive,night,rural,storm,0,0,0,0,1,106,4.29,blue_cross,low,0
750,bird,aggressive,evening,rural,fog,0,0,0,0,0,56,12.94,firefighter,low,1
751,other,trapped,morning,highway,rain,0,1,0,1,0,78,25.21,firefighter,critical,1
752,other,other,night,highway,clear,0,0,0,1,0,71,10.43,firefighter,medium,1
753,cat,endangered,night,water_body,storm,0,0,0,0,1,115,41.6,veterinary,critical,0
754,wildlife,endangered,evening,rural,storm,0,0,0,0,1,92,30.26,firefighter,critical,0
755,cat,trapped,morning,rural,storm,0,1,0,0,1,64,24.53,firefighter,medium,1
756,dog,trapped,afternoon,forest,rain,0,1,0,0,0,8,13.29,blue_cross,medium,1
757,cat,injured,night,urban,clear,1,0,0,0,0,82,15.25,veterinary,medium,0
758,wildlife,endangered,morning,water_body,rain,0,0,0,0,0,35,6.04,veterinary,medium,1
759,other,other,evening,water_body,clear,0,0,0,0,0,35,30.19,blue_cross,low,1
760,other,aggressive,afternoon,water_body,rain,0,0,0,0,0,23,5.79,wildlife_center,low,0
761,wildlife,aggressive,evening,highway,clear,0,0,0,1,0,67,26.91,veterinary,medium,1
762,wildlife,aggressive,afternoon,forest,rain,0,0,0,0,0,51,24.02,blue_cross,low,1
763,dog,other,morning,urban,rain,0,0,0,0,0,37,27.86,blue_cross,low,1
764,bird,injured,afternoon,water_body,fog,0,0,1,0,0,37,15.39,wildlife_center,medium,1
765,cat,aggressive,evening,water_body,clear,0,0,0,0,0,40,43.39,firefighter,low,1
766,wildlife,endangered,night,urban,rain,0,0,0,0,0,94,13.42,veterinary,medium,1
767,other,other,evening,water_body,clear,0,0,0,0,0,102,3.08,wildlife_center,low,0
768,cat,injured,night,rural,storm,0,0,0,0,1,25,12.86,wildlife_center,low,0
769,wildlife,endangered,night,water_body,rain,0,0,0,0,0,38,9.09,blue_cross,medium,0
770,cat,injured,night,forest,rain,0,0,0,0,0,111,44.27,wildlife_center,low,1
771,dog,other,afternoon,urban,fog,0,0,0,0,0,30,13.46,wildlife_center,low,1
772,other,aggressive,evening,rural,clear,0,0,0,0,0,52,8.92,veterinary,low,1
773,other,aggressive,night,water_body,clear,0,0,0,0,0,33,35.82,wildlife_center,low,0
774,bird,endangered,night,water_body,rain,0,0,0,0,0,60,42.89,wildlife_center,medium,0
775,bird,trapped,night,rural,fog,0,1,0,0,0,106,7.72,blue_cross,medium,0
776,cat,other,night,rural,storm,0,0,0,0,1,79,34.37,firefighter,low,1
777,wildlife,trapped,evening,water_body,rain,0,1,0,0,0,96,19.48,firefighter,critical,0
778,bird,injured,morning,highway,clear,0,0,1,1,0,65,45.46,veterinary,critical,1
779,other,other,night,forest,fog,0,0,0,0,0,90,18.86,veterinary,low,1
780,bird,trapped,night,forest,fog,0,1,0,0,0,21,4.94,firefighter,medium,1
781,dog,endangered,morning,rural,fog,0,0,0,0,0,116,48.68,blue_cross,medium,0
782,wildlife,endangered,evening,highway,storm,0,0,0,1,1,71,15.99,wildlife_center,critical,1
783,wildlife,trapped,night,urban,rain,0,1,0,0,0,24,3.2,wildlife_center,critical,1
784,bird,trapped,night,water_body,clear,0,1,0,0,0,119,46.4,veterinary,medium,0
785,other,aggressive,night,water_body,clear,0,0,0,0,0,113,36.13,wildlife_center,low,1
786,dog,trapped,evening,rural,rain,0,1,0,0,0,100,25.68,blue_cross,medium,0
787,other,trapped,morning,highway,rain,0,1,0,1,0,58,46.06,wildlife_center,critical,0
788,dog,endangered,morning,forest,clear,0,0,0,0,0,55,18.99,veterinary,medium,1
789,cat,injured,morning,water_body,fog,1,0,1,0,0,81,33.07,blue_cross,critical,0
790,other,aggressive,evening,highway,rain,0,0,0,1,0,32,43.23,blue_cross,medium,1
791,dog,injured,night,urban,fog,0,0,0,0,0,103,43.34,veterinary,low,1
792,cat,trapped,night,water_body,storm,0,1,0,0,1,87,37.75,wildlife_center,medium,1
793,wildlife,aggressive,evening,highway,rain,0,0,0,1,0,50,33.44,blue_cross,medium,1
794,wildlife,aggressive,night,water_body,storm,0,0,0,0,1,77,30.22,veterinary,low,0
795,bird,other,afternoon,water_body,fog,0,0,0,0,0,16,2.5,blue_cross,low,0
796,cat,trapped,night,highway,clear,0,1,0,1,0,42,23.68,veterinary,critical,1
797,wildlife,endangered,afternoon,rural,storm,0,0,0,0,1,112,12.81,firefighter,critical,0
798,dog,other,morning,urban,clear,0,0,0,0,0,70,21.53,veterinary,low,1
799,other,endangered,evening,forest,clear,0,0,0,0,0,103,25.42,veterinary,medium,0
800,wildlife,trapped,afternoon,water_body,clear,0,1,0,0,0,15,21.1,blue_cross,critical,1
801,wildlife,aggressive,evening,forest,rain,0,0,0,0,0,32,9.66,blue_cross,low,1
802,dog,aggressive,morning,urban,fog,0,0,0,0,0,19,1.16,firefighter,low,1
803,wildlife,other,night,forest,storm,0,0,0,0,1,93,33.85,firefighter,medium,0
804,dog,trapped,afternoon,urban,rain,0,1,0,0,0,19,40.89,wildlife_center,medium,0
805,cat,aggressive,afternoon,rural,fog,0,0,0,0,0,112,31.49,wildlife_center,low,1
806,wildlife,trapped,night,water_body,clear,0,1,0,0,0,19,8.72,wildlife_center,critical,1
807,wildlife,aggressive,night,urban,fog,0,0,0,0,0,79,12.51,blue_cross,low,1
808,wildlife,injured,evening,urban,clear,1,0,1,0,0,58,42.51,blue_cross,critical,1
809,wildlife,aggressive,night,rural,clear,0,0,0,0,0,72,1.44,blue_cross,low,1
810,bird,aggressive,night,urban,fog,0,0,0,0,0,84,46.98,blue_cross,low,1
811,wildlife,injured,afternoon,forest,rain,1,0,0,0,0,69,11.38,blue_cross,critical,0
812,wildlife,trapped,evening,water_body,fog,0,1,0,0,0,111,47.09,blue_cross,critical,0
813,cat,other,afternoon,forest,clear,0,0,0,0,0,90,24.4,wildlife_center,low,1
814,other,aggressive,morning,water_body,fog,0,0,0,0,0,43,12.12,veterinary,low,0
815,bird,endangered,evening,rural,rain,0,0,0,0,0,110,43.04,veterinary,medium,0
816,bird,aggressive,morning,highway,rain,0,0,0,1,0,20,28.32,firefighter,medium,1
817,bird,endangered,morning,highway,storm,0,0,0,1,1,119,7.98,veterinary,critical,0
818,wildlife,aggressive,morning,urban,clear,0,0,0,0,0,110,28.34,veterinary,low,1
819,dog,trapped,evening,rural,storm,0,1,0,0,1,95,22.36,firefighter,medium,0
820,dog,trapped,evening,forest,rain,0,1,0,0,0,20,42.51,firefighter,medium,0
821,dog,trapped,night,forest,storm,0,1,0,0,1,69,8.98,blue_cross,critical,0
822,wildlife,endangered,afternoon,rural,fog,0,0,0,0,0,105,11.8,firefighter,medium,1
823,wildlife,aggressive,evening,urban,fog,0,0,0,0,0,23,38.62,veterinary,low,1
824,bird,aggressive,afternoon,water_body,clear,0,0,0,0,0,55,38.08,wildlife_center,low,0
825,dog,other,evening,water_body,fog,0,0,0,0,0,118,34.2,blue_cross,low,0
826,bird,endangered,morning,forest,rain,0,0,0,0,0,94,20.49,wildlife_center,medium,0
827,other,other,night,forest,fog,0,0,0,0,0,104,10.27,blue_cross,low,1
828,other,endangered,night,rural,storm,0,0,0,0,1,32,5.09,blue_cross,critical,1
829,cat,injured,morning,highway,storm,0,0,1,1,1,97,21.43,veterinary,critical,0
830,bird,endangered,evening,urban,clear,0,0,0,0,0,101,32.72,veterinary,medium,0
831,other,injured,night,forest,rain,1,0,1,0,0,77,35.88,wildlife_center,critical,0
832,bird,other,afternoon,water_body,rain,0,0,0,0,0,18,16.73,wildlife_center,low,1
833,bird,aggressive,morning,rural,fog,0,0,0,0,0,111,20.9,veterinary,low,1
834,cat,aggressive,afternoon,water_body,clear,0,0,0,0,0,52,34.0,firefighter,low,1
835,other,aggressive,evening,highway,fog,0,0,0,1,0,86,21.46,firefighter,medium,0
836,wildlife,aggressive,afternoon,rural,rain,0,0,0,0,0,67,35.7,wildlife_center,low,0
837,other,other,morning,rural,fog,0,0,0,0,0,65,2.11,wildlife_center,low,0
838,bird,injured,night,urban,clear,0,0,0,0,0,71,8.09,blue_cross,low,1
839,bird,endangered,evening,water_body,clear,0,0,0,0,0,106,7.57,firefighter,medium,1
840,bird,endangered,afternoon,rural,fog,0,0,0,0,0,5,6.56,blue_cross,medium,1
841,dog,aggressive,night,highway,storm,0,0,0,1,1,77,22.89,blue_cross,critical,0
842,wildlife,other,afternoon,rural,fog,0,0,0,0,0,102,22.77,firefighter,low,1
843,bird,injured,night,water_body,rain,1,0,0,0,0,10,47.92,firefighter,medium,0
844,dog,trapped,morning,highway,storm,0,1,0,1,1,76,32.44,veterinary,critical,0
845,other,other,morning,highway,rain,0,0,0,1,0,101,24.05,veterinary,medium,1
846,other,trapped,morning,forest,rain,0,1,0,0,0,36,41.57,firefighter,medium,1
847,other,other,evening,water_body,clear,0,0,0,0,0,67,43.17,veterinary,low,1
848,cat,aggressive,morning,highway,storm,0,0,0,1,1,53,13.23,veterinary,medium,0
849,other,trapped,evening,rural,rain,0,1,0,0,0,37,38.53,wildlife_center,medium,1
850,wildlife,trapped,morning,highway,storm,0,1,0,1,1,28,1.84,veterinary,critical,1
851,dog,endangered,afternoon,water_body,storm,0,0,0,0,1,38,19.09,veterinary,critical,1
852,cat,other,afternoon,water_body,fog,0,0,0,0,0,19,13.83,blue_cross,low,1
853,wildlife,injured,night,urban,fog,1,0,1,0,0,7,13.82,veterinary,critical,1
854,other,trapped,evening,highway,fog,0,1,0,1,0,62,4.65,wildlife_center,critical,0
855,cat,endangered,afternoon,rural,fog,0,0,0,0,0,76,22.86,veterinary,medium,0
856,other,endangered,afternoon,urban,clear,0,0,0,0,0,66,14.03,blue_cross,medium,0
857,wildlife,endangered,afternoon,highway,storm,0,0,0,1,1,10,8.49,veterinary,critical,1
858,wildlife,injured,afternoon,highway,storm,1,0,0,1,1,69,47.89,blue_cross,critical,0
859,bird,endangered,night,forest,rain,0,0,0,0,0,89,49.16,blue_cross,medium,1
860,other,endangered,morning,rural,clear,0,0,0,0,0,82,24.09,veterinary,medium,0
861,wildlife,other,night,water_body,clear,0,0,0,0,0,105,43.9,veterinary,low,0
862,wildlife,injured,evening,water_body,storm,0,0,1,0,1,108,35.0,veterinary,critical,0
863,bird,trapped,night,urban,rain,0,1,0,0,0,100,1.48,blue_cross,medium,0
864,bird,trapped,morning,highway,storm,0,1,0,1,1,108,36.03,wildlife_center,critical,0
865,bird,injured,evening,water_body,rain,0,0,1,0,0,86,20.11,blue_cross,medium,0
866,wildlife,trapped,afternoon,highway,rain,0,1,0,1,0,13,29.61,veterinary,critical,1
867,other,trapped,evening,rural,clear,0,1,0,0,0,93,34.05,blue_cross,medium,0
868,wildlife,injured,night,urban,storm,1,0,1,0,1,40,6.53,firefighter,critical,1
869,other,injured,afternoon,urban,storm,1,0,0,0,1,45,0.76,wildlife_center,critical,1
870,other,injured,afternoon,water_body,clear,1,0,0,0,0,47,15.88,veterinary,medium,1
871,wildlife,injured,evening,forest,rain,0,0,0,0,0,48,41.71,blue_cross,medium,1
872,cat,injured,night,urban,fog,1,0,0,0,0,12,45.88,firefighter,medium,1
873,dog,trapped,morning,water_body,clear,0,1,0,0,0,43,30.73,firefighter,medium,1
874,dog,other,morning,forest,fog,0,0,0,0,0,56,5.24,firefighter,low,1
875,other,other,morning,water_body,fog,0,0,0,0,0,64,39.86,veterinary,low,1
876,dog,aggressive,evening,highway,rain,0,0,0,1,0,18,5.58,veterinary,medium,1
877,cat,other,afternoon,highway,storm,0,0,0,1,1,50,21.34,firefighter,medium,1
878,cat,injured,morning,rural,storm,1,0,0,0,1,88,37.84,blue_cross,critical,0
879,other,trapped,afternoon,water_body,storm,0,1,0,0,1,82,17.47,blue_cross,medium,0
880,other,other,afternoon,urban,rain,0,0,0,0,0,69,41.05,veterinary,low,1
881,cat,trapped,afternoon,urban,storm,0,1,0,0,1,29,33.56,firefighter,medium,0
882,bird,other,evening,highway,storm,0,0,0,1,1,58,16.77,veterinary,medium,1
883,dog,aggressive,afternoon,urban,rain,0,0,0,0,0,93,11.9,wildlife_center,low,1
884,bird,aggressive,afternoon,water_body,rain,0,0,0,0,0,110,49.5,blue_cross,low,1
885,bird,injured,morning,rural,storm,1,0,0,0,1,102,18.32,veterinary,critical,0
886,bird,trapped,afternoon,forest,rain,0,1,0,0,0,48,42.45,wildlife_center,medium,1
887,dog,trapped,evening,urban,clear,0,1,0,0,0,111,34.03,firefighter,medium,0
888,dog,endangered,afternoon,forest,fog,0,0,0,0,0,35,18.8,blue_cross,medium,1
889,other,other,night,urban,clear,0,0,0,0,0,23,44.19,wildlife_center,low,0
890,cat,other,night,forest,storm,0,0,0,0,1,81,21.76,wildlife_center,medium,0
891,other,other,afternoon,highway,storm,0,0,0,1,1,106,7.85,wildlife_center,medium,1
892,bird,trapped,night,rural,clear,0,1,0,0,0,105,23.8,veterinary,medium,1
893,wildlife,other,evening,water_body,fog,0,0,0,0,0,27,16.43,blue_cross,low,1
894,wildlife,aggressive,night,forest,fog,0,0,0,0,0,86,46.1,veterinary,low,1
895,cat,aggressive,afternoon,water_body,rain,0,0,0,0,0,44,21.54,firefighter,low,1
896,bird,endangered,morning,rural,clear,0,0,0,0,0,42,22.5,blue_cross,medium,1
897,dog,aggressive,evening,water_body,fog,0,0,0,0,0,64,21.91,blue_cross,low,0
898,bird,endangered,night,urban,rain,0,0,0,0,0,61,12.07,veterinary,medium,1
899,dog,endangered,morning,forest,rain,0,0,0,0,0,17,6.37,blue_cross,medium,1
900,cat,endangered,afternoon,forest,storm,0,0,0,0,1,43,37.39,blue_cross,critical,1
901,other,trapped,evening,urban,storm,0,1,0,0,1,41,41.2,firefighter,medium,0
902,other,injured,night,highway,rain,1,0,0,1,0,97,37.58,firefighter,critical,0
903,other,other,night,water_body,storm,0,0,0,0,1,106,4.75,wildlife_center,low,0
904,wildlife,trapped,night,water_body,clear,0,1,0,0,0,52,7.38,wildlife_center,critical,1
905,dog,aggressive,evening,forest,rain,0,0,0,0,0,58,21.57,firefighter,low,1
906,other,endangered,evening,highway,clear,0,0,0,1,0,77,39.38,wildlife_center,critical,1
907,bird,other,night,water_body,rain,0,0,0,0,0,55,3.65,firefighter,low,1
908,dog,endangered,night,forest,clear,0,0,0,0,0,26,5.66,wildlife_center,medium,1
909,other,aggressive,morning,rural,rain,0,0,0,0,0,13,45.61,firefighter,low,1
910,cat,endangered,morning,water_body,clear,0,0,0,0,0,52,26.17,wildlife_center,medium,1
911,wildlife,aggressive,afternoon,urban,rain,0,0,0,0,0,73,21.21,veterinary,low,1
912,cat,trapped,afternoon,forest,fog,0,1,0,0,0,109,35.63,firefighter,medium,1
913,other,endangered,afternoon,highway,fog,0,0,0,1,0,40,10.48,wildlife_center,critical,1
914,wildlife,other,afternoon,highway,storm,0,0,0,1,1,77,44.02,firefighter,medium,0
915,dog,injured,evening,water_body,storm,1,0,1,0,1,43,19.86,wildlife_center,critical,1
916,cat,other,night,water_body,fog,0,0,0,0,0,89,9.58,veterinary,low,1
917,dog,trapped,afternoon,forest,storm,0,1,0,0,1,90,45.86,wildlife_center,medium,0
918,wildlife,other,morning,forest,clear,0,0,0,0,0,101,5.71,blue_cross,low,1
919,cat,endangered,afternoon,highway,clear,0,0,0,1,0,64,1.82,firefighter,critical,1
920,wildlife,trapped,night,urban,clear,0,1,0,0,0,37,6.18,wildlife_center,critical,1
921,wildlife,aggressive,night,urban,clear,0,0,0,0,0,75,33.02,firefighter,low,1
922,bird,trapped,afternoon,urban,clear,0,1,0,0,0,27,15.06,firefighter,medium,1
923,dog,endangered,afternoon,water_body,storm,0,0,0,0,1,27,11.23,veterinary,critical,0
924,other,trapped,night,urban,clear,0,1,0,0,0,54,34.67,firefighter,medium,1
925,dog,injured,night,rural,rain,0,0,0,0,0,16,1.29,veterinary,low,1
926,bird,trapped,morning,rural,clear,0,1,0,0,0,107,41.85,wildlife_center,medium,0
927,dog,aggressive,morning,forest,storm,0,0,0,0,1,76,31.53,wildlife_center,low,0
928,wildlife,aggressive,morning,rural,rain,0,0,0,0,0,18,18.15,wildlife_center,low,1
929,bird,injured,night,rural,fog,0,0,0,0,0,40,32.67,blue_cross,low,1
930,cat,aggressive,evening,highway,fog,0,0,0,1,0,18,35.77,wildlife_center,medium,1
931,dog,other,evening,water_body,rain,0,0,0,0,0,47,9.18,blue_cross,low,0
